,k<>ant-1.7,m<>ant-1.7,r<>ant-1.7,k<>ant-1.6,m<>ant-1.6,r<>ant-1.6,k<>ant-1.5,m<>ant-1.5,r<>ant-1.5,k<>camel-1.6,m<>camel-1.6,r<>camel-1.6,k<>camel-1.4,m<>camel-1.4,r<>camel-1.4,k<>camel-1.2,m<>camel-1.2,r<>camel-1.2,k<>ivy-2.0,m<>ivy-2.0,r<>ivy-2.0,k<>jedit-4.2,m<>jedit-4.2,r<>jedit-4.2,k<>jedit-4.1,m<>jedit-4.1,r<>jedit-4.1,k<>jedit-4.0,m<>jedit-4.0,r<>jedit-4.0,k<>synapse-1.1,m<>synapse-1.1,r<>synapse-1.1,k<>synapse-1.2,m<>synapse-1.2,r<>synapse-1.2,k<>xalan-2.5,m<>xalan-2.5,r<>xalan-2.5,k<>xalan-2.6,m<>xalan-2.6,r<>xalan-2.6,k<>xerces-1.3,m<>xerces-1.3,r<>xerces-1.3
AdaBoostR2_LR,6,4,2.756214113,4,1,1.319556359,4,5,4.447132479,9,5,1.623924423,2,3,3.110943556,16,1,1.576524728,8,5,2.720022742,7,5,1.09325968,17,5,4.160865329,14,3,0.734237058,2,6,0.911632286,8,2,3.137916845,17,0,3.509054581,10,2,2.340681173,6,5,1.14196188
AdaBoostR2_LR,19,5,0.782328136,12,2,3.453355488,16,4,1.218975511,19,2,2.316033246,7,3,1.431641874,18,3,3.735779965,7,2,1.885065866,8,4,3.151777008,7,5,3.46420414,10,3,4.316381568,16,5,2.497668198,16,0,4.961946003,18,3,3.816756158,1,3,0.530395384,11,3,1.573346134
AdaBoostR2_LR,9,4,3.09209727,16,5,3.84184097,14,4,4.515405851,8,3,3.916412718,3,4,3.370489317,4,0,0.125421812,20,5,4.190847967,5,2,3.240686418,16,4,1.382921693,3,4,2.814043934,3,1,1.672769014,20,3,3.164664976,20,6,2.625016746,4,3,0.639306722,12,5,0.978586865
AdaBoostR2_LR,19,6,4.144004624,17,2,0.647474057,16,5,1.653594935,5,4,0.845629752,8,0,2.013352785,11,0,2.914934439,14,1,0.453375182,13,1,1.082084751,3,4,1.663482534,3,5,0.588020112,10,1,3.402625974,10,2,2.855081658,5,6,2.215962508,14,1,1.940223224,15,1,1.542221535
AdaBoostR2_LR,6,4,1.629692304,9,5,3.49900724,18,3,1.380998378,18,6,1.525841421,7,6,1.195484172,3,2,1.310638785,3,5,3.945172561,13,5,3.623069964,4,2,2.853480802,7,3,0.613082682,2,6,0.90575509,12,3,4.993152629,5,0,0.964537335,14,4,4.831877666,6,0,2.648785311
AdaBoostR2_LR,14,5,4.894384313,8,4,1.386791179,15,6,1.886753193,5,1,3.135731855,4,6,0.735634138,20,0,4.159072293,17,4,3.436940978,6,5,2.066940891,5,2,1.935105812,11,5,3.318638288,10,4,3.393800058,2,5,4.559778697,10,0,2.505947352,9,2,1.74362472,10,5,3.012611264
AdaBoostR2_LR,20,5,1.678187283,5,1,1.122089816,18,4,0.254698033,18,0,4.897647737,8,1,2.595860693,19,5,1.287288873,12,5,3.90861911,12,0,4.335862291,13,6,2.288254466,11,3,3.451445139,13,4,2.922450811,12,4,4.147765549,14,4,3.979595955,14,1,4.640844134,17,1,3.981494598
AdaBoostR2_LR,13,6,3.099358878,10,6,2.140626607,7,3,4.472051554,9,3,2.017898793,18,0,1.574879692,8,2,1.987870574,13,4,2.468977981,7,3,4.540825399,20,4,3.569096817,17,2,0.449783194,9,6,2.61264111,14,6,3.551343458,6,0,4.68840344,13,5,3.539459215,18,3,3.472759054
AdaBoostR2_LR,16,1,4.919788765,3,2,2.895912491,5,5,0.108671381,5,4,3.018661821,7,0,0.422568405,15,1,0.328086441,15,2,1.246787079,2,6,3.199484264,14,1,1.00300342,11,2,3.448272586,4,4,3.212111861,6,3,2.047122993,7,5,1.400002575,12,5,3.99062412,12,0,1.964854387
AdaBoostR2_LR,18,5,1.667466942,7,3,3.498251363,8,2,3.087069508,6,3,0.298171897,7,2,4.328927251,15,5,0.266082576,10,3,2.747508107,17,3,1.523164875,4,6,4.593822432,6,5,2.049190629,1,5,1.784472459,11,2,4.904823499,13,5,4.009979665,15,3,2.18054452,12,2,4.522361455
AdaBoostR2_LR,4,4,4.484287904,12,2,1.220413814,20,3,2.692307461,14,1,1.301447036,5,4,4.786998861,8,2,2.637335857,10,5,0.167183986,19,5,4.014259407,20,0,4.629085777,16,2,0.537927151,5,4,1.697745548,5,3,2.777514653,17,2,3.850832121,9,2,4.142813819,14,5,2.433857467
AdaBoostR2_LR,17,3,3.061075043,10,3,3.571936587,4,2,2.686444101,4,0,3.826369467,4,1,1.786730029,14,0,2.167077527,13,2,4.810729187,18,4,3.465263549,10,4,1.921471325,17,6,0.965777614,7,2,4.144944969,17,1,4.724545386,6,5,3.144863994,1,2,2.684161571,16,4,3.304678185
AdaBoostR2_LR,16,5,1.282437454,12,4,0.307573996,4,5,3.601789083,3,3,1.498998395,4,1,3.943362406,5,3,3.56374922,17,6,4.136069866,15,2,4.661979894,8,4,4.866401701,19,3,3.226417135,1,6,2.955499506,2,2,0.630068685,14,3,2.723783538,14,4,3.848932705,1,1,2.009760439
AdaBoostR2_LR,12,6,1.457896269,5,0,0.344628577,10,4,1.548694667,11,4,2.862154696,12,2,4.881480565,7,6,0.990992114,4,6,3.116570011,14,2,3.240208213,18,4,2.716997786,4,6,0.274787281,18,2,4.055041653,11,4,0.841732816,8,6,1.652446754,6,3,4.944928386,16,3,3.182513624
AdaBoostR2_LR,1,6,3.799922911,18,4,3.481035977,19,1,1.425328939,2,0,4.750772261,7,2,3.999929658,3,0,3.284948467,20,5,4.155700027,19,3,2.472334507,11,5,3.27817995,5,5,1.362743547,1,5,4.216478817,20,0,3.904654193,13,4,4.756284678,8,2,0.398423975,11,4,0.773441317
AdaBoostR2_LR,18,6,2.789553448,1,5,3.193470797,13,3,3.996401934,2,3,2.621971796,13,3,4.600125136,5,6,3.643887262,13,1,1.133821515,18,5,0.883524816,2,4,1.144913907,19,3,1.844384079,3,3,2.614273017,9,4,3.313018209,18,5,2.187320064,14,1,1.580283633,5,3,1.820269268
AdaBoostR2_LR,6,6,3.188110981,4,5,4.85332209,15,5,0.802310016,8,4,1.101253613,13,3,1.605788055,19,3,1.597849794,12,3,4.131271803,20,6,2.42635952,17,6,2.491898178,11,2,2.891257352,11,4,4.048511033,10,4,4.86719274,12,1,1.106195577,20,5,2.698019102,19,3,4.482734992
AdaBoostR2_LR,17,6,3.813489903,13,4,3.189470823,7,5,2.430112521,19,0,4.338165808,15,6,2.520466116,3,1,3.942451636,15,6,2.594132205,20,4,2.743794684,6,3,0.8007055,18,2,3.408681441,12,1,2.973454212,9,2,3.410504983,10,4,3.903589157,6,1,0.361292955,4,6,3.803498507
AdaBoostR2_LR,5,6,3.022089887,9,3,4.984650681,2,4,2.607584088,17,3,4.06250953,7,2,3.584486963,14,0,4.178034456,3,2,1.224944639,13,3,3.825147388,5,1,4.217421983,12,6,1.980209899,11,4,3.339133951,14,3,4.513594937,3,4,3.047218442,9,3,0.857076117,15,2,0.198383636
AdaBoostR2_LR,1,3,4.192138594,17,5,4.812236413,17,4,2.68911022,19,4,3.686316299,20,1,4.671700467,5,4,1.462505622,19,4,4.455838744,16,6,1.87041305,6,1,3.741007002,12,2,0.543908347,2,6,0.103894137,20,5,0.899921786,15,3,1.123908572,4,5,4.846687964,9,2,2.738222287
AdaBoostR2_DTR,11,5,2.854256759,1,3,2.787786162,11,4,1.209933981,8,5,0.957167258,5,3,4.63745409,20,1,1.416766272,15,5,4.082711476,19,2,3.987006924,10,5,3.413337327,7,5,1.912753088,11,6,1.519239873,2,6,3.927867681,8,6,2.269563289,4,2,2.727688759,13,3,4.54354246
AdaBoostR2_DTR,16,6,3.155880574,19,5,0.548640657,4,4,3.323118885,11,5,0.901630096,15,2,2.836330654,14,2,1.035441429,17,4,3.335974614,14,5,0.890982397,18,4,4.122855337,17,5,3.846598751,11,2,3.77972023,13,4,3.987676782,12,3,3.258679635,13,4,1.498028857,10,3,3.724977702
AdaBoostR2_DTR,12,3,2.826734287,7,5,3.750809278,10,4,3.747221153,7,6,2.196523774,17,5,4.178779823,10,6,0.747810742,16,5,0.732487184,14,4,1.457120635,8,4,0.191706532,10,4,2.391259632,7,4,3.24414916,1,6,0.977503353,12,5,3.948433877,14,3,3.516183957,6,6,1.999928047
AdaBoostR2_DTR,14,5,4.591271196,19,6,1.968502851,19,0,4.954747271,15,5,3.137794617,15,6,1.02335727,1,4,4.331124656,15,3,1.895635131,15,5,0.555670621,6,5,1.086925013,10,2,1.828777087,5,3,0.50732818,16,0,4.83222358,6,3,3.549233609,1,3,3.449180601,2,2,1.204449783
AdaBoostR2_DTR,8,5,0.79930365,14,2,3.043705158,14,1,4.774872561,18,6,3.787502408,4,5,2.645524207,8,6,0.589496745,10,5,2.335887135,3,6,2.463931248,14,3,1.095992428,16,4,1.277920572,9,4,4.078058188,8,3,0.344406907,12,3,2.077419916,20,4,1.816063983,6,6,2.61225209
AdaBoostR2_DTR,11,5,1.177542495,18,1,4.429372254,12,4,4.839091031,18,6,3.162569843,12,6,1.031418277,8,5,0.68001854,18,6,1.764884565,20,5,4.774696307,17,5,2.597119773,15,4,2.404295897,17,6,3.905397055,8,4,2.481351019,14,5,4.892775809,3,1,0.889039948,18,5,3.257514584
AdaBoostR2_DTR,16,5,2.899166736,4,4,4.232697326,20,1,4.852167835,15,6,3.270311021,7,4,3.107738149,11,6,2.512755707,18,6,1.774755305,14,4,2.129672619,18,4,3.506551263,10,1,3.929835615,7,2,0.325042853,7,2,3.442172485,10,4,2.940937605,10,4,3.161680127,12,6,3.934980512
AdaBoostR2_DTR,4,5,4.859376215,18,5,1.130909037,5,4,1.632429835,7,4,0.998336117,13,5,3.054121118,3,6,2.267787753,14,5,2.576168748,19,2,2.240901291,3,3,0.827623632,1,4,2.350477252,15,5,1.681146798,6,2,2.309020488,14,2,4.057647614,17,2,4.899624297,4,4,0.998687464
AdaBoostR2_DTR,3,6,2.987964464,3,4,2.222354347,19,3,0.747195134,13,6,4.461395883,6,2,0.620325152,19,3,3.081699063,4,4,0.949668555,19,2,4.828039063,10,2,1.87977133,15,3,4.461043394,18,3,1.902322322,16,6,1.488289228,2,0,4.101801511,1,6,4.041009999,1,5,3.384313771
AdaBoostR2_DTR,17,5,2.595195283,20,3,0.544041422,8,6,0.314715301,8,4,2.53881906,11,4,2.257752902,13,5,0.553286938,2,6,1.588388176,16,3,0.694961641,19,5,0.720818973,16,5,2.89436363,10,1,4.164626613,9,4,2.847610847,18,0,3.408655117,3,6,1.496757242,7,5,1.146772568
AdaBoostR2_DTR,14,5,3.888032313,3,1,1.31933267,18,6,3.503067395,18,6,4.505529408,9,3,4.501315161,16,5,0.219818807,19,5,0.151223039,16,6,3.25149464,18,4,4.586947814,6,5,2.233298829,16,3,2.37012142,7,4,3.813884199,4,4,4.989815725,20,1,0.896844946,15,2,3.583554582
AdaBoostR2_DTR,16,5,3.74374185,15,5,1.713124324,13,5,0.480989674,14,4,3.043840857,17,3,1.226725244,9,5,0.450647451,6,6,2.036625987,20,2,2.53719038,17,4,4.737011639,13,2,1.188890166,10,6,2.155571616,19,5,3.069429717,14,0,2.799492211,4,3,1.521668849,18,1,4.819579793
AdaBoostR2_DTR,14,5,2.202839134,11,4,2.88282568,5,5,4.662481288,16,5,1.21241311,16,3,3.964875316,9,4,0.530061665,15,6,3.730776566,11,1,1.915526192,18,5,2.192208344,9,6,0.461305242,16,6,2.424817882,2,4,0.121359948,14,0,2.976826864,18,6,3.415134995,18,5,4.280470303
AdaBoostR2_DTR,3,5,0.202911389,5,5,1.997539106,14,1,3.004434724,19,4,4.86643804,5,5,1.51563037,12,6,2.941722368,18,6,1.13569522,15,5,2.925626642,20,6,1.832621169,17,1,2.025379593,1,5,4.638828326,7,5,4.54330572,2,6,1.402342016,1,6,2.074618705,6,4,3.306676909
AdaBoostR2_DTR,19,6,4.868068593,4,5,2.821234103,18,5,4.410746723,15,5,4.196427189,11,3,2.277193392,17,4,1.534104374,17,3,1.644076269,15,6,1.274152739,11,6,1.595404516,13,5,1.694939643,11,6,0.393955735,2,1,4.7142452,13,3,1.678002437,1,5,3.751609105,20,5,2.798952721
AdaBoostR2_DTR,14,5,4.284642149,7,6,0.439445507,5,6,3.788748527,7,4,3.515106357,10,2,2.981966998,17,6,2.761595255,8,4,3.552080949,19,4,0.774152292,2,6,3.080775943,8,2,3.017619072,13,5,4.371742467,8,5,1.013570249,4,4,0.380637035,12,5,0.883064447,18,1,3.704794138
AdaBoostR2_DTR,20,5,0.957997589,9,5,0.602662319,3,5,2.191085239,6,6,2.377226433,10,1,1.99214611,10,3,4.084939422,14,6,4.090753858,10,5,1.664248208,7,4,3.058559627,14,5,1.251963929,8,2,4.887419585,8,5,3.21611216,4,1,3.854733741,12,5,1.545220258,19,6,4.971747424
AdaBoostR2_DTR,15,6,0.580233041,3,6,2.402458554,7,0,0.640771747,17,4,0.527440847,8,3,4.398942468,18,5,3.396453674,14,5,1.140891569,14,4,4.424530969,18,4,0.752104427,10,1,4.202695084,18,3,3.842406036,13,2,1.610711553,9,6,3.167068737,12,5,4.874397808,18,4,4.886091693
AdaBoostR2_DTR,6,2,3.807502974,11,6,4.893615061,11,1,2.086524826,20,5,2.597838872,18,3,3.677481458,13,5,3.42955892,13,6,0.389065819,20,5,0.344492237,17,4,2.161477907,1,2,0.862438268,9,5,3.562072997,9,3,3.795948306,8,5,3.963486351,10,2,0.137807061,14,6,3.622031448
AdaBoostR2_DTR,9,6,1.913045921,1,5,3.919681917,12,4,4.765678934,15,5,3.175882581,12,6,4.26688033,5,4,4.279685125,1,1,0.313997037,10,4,2.155509997,8,5,0.660540065,18,4,4.15023502,8,5,3.898222103,20,4,3.088751244,9,0,4.669133028,9,5,0.692446089,8,4,3.138695138
AdaBoostR2_DTR,18,5,1.481774628,6,2,3.667910753,11,3,1.578029447,16,4,1.747023,9,5,0.727982588,11,0,0.496920461,18,4,2.687699787,12,5,2.991579403,13,2,0.622965739,19,4,0.416821191,5,4,0.369801775,11,5,2.087031988,7,2,4.92463525,11,2,0.398536245,9,4,4.931529834
AdaBoostR2_DTR,15,6,0.192458822,9,6,1.811885111,16,3,1.46901342,13,6,1.848043279,15,5,2.46628764,8,3,1.645163325,20,2,1.326668846,12,3,3.175495992,8,3,3.410355517,19,3,3.147952199,14,6,0.121124373,14,2,4.605010876,8,3,3.309289223,9,3,1.637618978,6,5,0.526238114
AdaBoostR2_DTR,6,5,3.769903189,14,6,1.533170857,12,4,4.450368531,6,5,2.020093096,17,4,2.034735287,8,4,4.590525226,17,3,0.688501303,16,2,3.477292764,17,4,0.325809728,18,3,3.575986747,3,5,4.283696853,17,3,0.206523813,13,0,0.449951034,5,1,2.179043755,14,5,1.864189736
AdaBoostR2_DTR,14,6,0.160581087,20,6,1.354432857,13,6,0.498379347,7,6,2.533691732,14,6,3.776145537,1,0,3.617698688,10,4,2.183466468,7,3,2.681114349,16,4,3.871796961,16,1,2.723792829,9,5,1.497785239,11,5,4.91755469,6,0,2.504383666,12,2,0.435463331,7,4,3.017384233
AdaBoostR2_DTR,17,5,1.636644566,15,2,0.289761073,1,6,2.546521277,15,5,3.860176312,6,3,1.768580511,14,6,4.766282197,10,4,4.887310741,15,6,4.858051705,5,5,4.558780931,20,6,0.947509723,15,5,0.130163445,2,1,3.281250648,15,3,1.810677154,6,4,3.457946413,20,4,3.244439085
AdaBoostR2_BRR,6,5,3.060920786,6,4,3.625521477,12,3,2.492727492,17,5,4.844561723,11,0,2.364022782,15,0,0.340031011,3,4,3.432482849,19,4,0.319149609,5,3,2.532447205,12,3,3.640332268,16,2,4.623874963,13,2,0.197122992,12,2,4.642316012,8,2,4.031581882,13,3,2.199629095
AdaBoostR2_BRR,10,6,3.274959447,18,4,4.215374421,16,3,3.077394365,2,5,2.20671939,14,6,1.567085008,11,0,4.642750367,12,4,2.948466534,17,5,2.085822909,8,3,2.583278754,11,4,1.864045358,16,3,4.664674988,17,5,4.696586495,15,5,0.231709086,17,3,2.876568254,17,6,4.937450866
AdaBoostR2_BRR,6,5,4.607898233,10,4,1.335567909,17,1,1.318696601,10,0,4.090312321,8,3,4.601747482,17,2,3.191266804,4,3,2.52136202,18,5,4.674093426,14,4,1.425294523,9,6,2.3060915,20,3,2.911385625,17,4,2.517505881,10,6,4.501379506,8,4,2.660219543,6,2,2.899060231
AdaBoostR2_BRR,16,2,1.993049648,9,0,0.209505104,13,0,4.341144019,11,2,0.709245945,9,3,0.321314031,12,5,1.860352548,8,2,2.887009122,7,3,4.298161733,20,5,4.33028651,9,6,0.770203604,12,2,1.579491959,4,2,3.767359905,7,6,0.586152456,10,6,3.119961014,19,6,0.191914038
AdaBoostR2_BRR,6,5,4.333577525,10,1,3.620845142,3,4,4.743973199,3,3,2.577037302,6,0,0.689241197,11,5,3.233428343,8,5,4.111018569,15,5,0.607733202,19,4,2.80190668,2,6,3.209297124,11,1,3.592794264,1,6,3.677247325,7,3,4.078359021,9,2,0.492781957,13,6,2.776481285
AdaBoostR2_BRR,6,1,1.101545811,2,0,2.676119581,3,2,3.420315683,16,4,3.677216852,7,0,2.644984615,16,4,2.742813906,4,2,2.048734992,14,3,4.675696796,16,4,2.922075308,19,5,0.187601533,3,1,4.934907946,11,6,0.764179619,1,0,4.943819457,4,6,2.979015656,5,3,1.716515495
AdaBoostR2_BRR,20,6,2.324413319,13,6,2.54533559,20,0,3.216126762,18,6,2.343717859,19,6,1.105579565,2,0,4.134858236,12,1,4.865390618,4,4,0.852844006,10,5,4.357319307,20,3,4.928949374,4,1,2.219567002,14,5,1.30901481,17,4,1.531473705,3,5,0.193423202,13,3,2.27971538
AdaBoostR2_BRR,9,5,3.503462294,1,3,2.798562888,18,0,2.002424424,13,6,3.958500538,16,5,4.124734422,1,2,0.708813816,11,3,2.192887469,19,3,4.712026113,20,6,3.273715329,17,5,3.514759323,4,2,0.617218317,12,0,3.88568573,2,5,0.497331629,6,2,4.060185665,13,6,4.919363051
AdaBoostR2_BRR,19,4,4.046051224,5,1,3.458819306,9,4,1.506181396,14,2,1.833154644,2,0,0.891451033,4,2,0.975019787,2,4,3.479760866,15,2,4.34207391,6,5,2.727538589,4,4,3.244866842,13,1,1.805554226,1,4,1.903273523,1,5,1.970474982,19,5,4.700583602,16,0,4.473084754
AdaBoostR2_BRR,17,2,4.666338079,16,4,4.942608932,13,2,1.528891083,18,2,0.94665872,15,2,4.469307193,20,2,1.553058609,16,1,1.72186586,8,6,0.22731225,12,5,3.934739297,7,6,1.508822805,18,4,1.612560985,18,0,2.691699688,9,0,2.888138021,8,2,2.14971789,13,4,1.697886276
AdaBoostR2_BRR,13,1,3.823988485,11,1,4.278141981,16,4,0.716560834,2,1,3.024776403,11,2,3.651742511,6,5,0.890726947,17,6,3.238887127,2,6,1.429275317,12,5,4.603306598,6,1,2.585828128,13,6,2.963017341,13,3,4.406031082,16,4,2.832163618,14,4,3.927948365,1,4,3.219752018
AdaBoostR2_BRR,5,3,2.802802707,10,3,3.199923664,17,3,0.623007068,16,4,0.904319692,18,6,1.550926123,6,1,3.517329385,8,5,4.935013419,7,2,3.571428631,18,0,0.979111184,19,1,2.293209067,15,6,0.610167687,10,3,3.0665345,10,4,0.515960064,20,5,4.552060489,3,6,4.974446377
AdaBoostR2_BRR,7,2,3.038539988,17,5,2.086486535,18,0,1.695750322,7,4,4.143814698,6,4,2.195833553,6,5,1.59101631,2,2,3.75752814,15,5,3.494622885,2,3,0.465324877,11,6,2.707092276,11,1,2.131462065,9,5,1.184102396,13,2,4.17841738,4,4,2.216344963,10,4,3.72640141
AdaBoostR2_BRR,2,1,1.802143844,7,4,4.286448677,20,5,3.474866249,17,4,1.315357325,4,5,0.481753521,10,2,3.75586408,13,2,1.184173096,14,5,2.290405411,10,2,2.453312643,18,6,4.39597767,4,5,4.737567947,12,5,1.104856547,4,4,4.3656966,10,6,0.848552523,14,5,3.289239659
AdaBoostR2_BRR,3,6,0.918056899,3,6,3.164992154,8,0,1.401028902,17,5,2.567182398,4,1,0.946920359,13,6,4.057629624,15,5,3.586595946,4,4,4.522283813,12,2,1.364264274,12,3,4.647371102,14,4,0.879758834,3,0,4.730644505,9,3,2.726417498,14,0,0.339732835,14,5,0.65039625
AdaBoostR2_BRR,3,6,1.795530936,6,6,4.603106823,13,6,0.444343979,4,6,1.863087909,8,5,4.955532031,12,4,2.772992002,15,4,1.133199224,4,4,3.455401929,14,2,4.565069261,9,4,1.493768505,7,1,3.713160416,18,4,4.976511946,19,5,0.523032398,2,3,4.281560034,15,0,3.520372222
AdaBoostR2_BRR,10,4,3.69797773,5,5,3.287837647,12,1,4.797871506,5,6,1.516276844,3,2,4.534081388,3,3,2.525730765,15,6,4.001387581,6,5,4.142016385,11,5,4.037693758,15,1,0.250865277,7,4,0.272175035,16,5,4.270039831,8,2,1.046387878,19,4,0.708789699,8,5,4.858036898
AdaBoostR2_BRR,17,4,3.257235623,1,5,3.620345053,5,2,3.003351111,10,5,0.251072277,3,1,1.82261482,15,2,2.500581744,12,4,2.374088273,14,6,2.968879717,3,4,1.174642648,13,5,2.053463595,5,3,0.395040883,15,3,4.608595354,4,0,1.890133643,7,6,0.862447472,9,4,0.457958446
AdaBoostR2_BRR,19,6,4.530565148,9,4,1.616114384,7,4,3.078938953,2,2,0.192041965,18,3,0.786314287,11,0,3.162252539,12,3,1.197487005,16,4,0.235222555,5,2,4.286658767,4,6,1.947236868,19,5,1.850858189,17,2,4.317812862,11,6,0.728414444,12,3,4.236551492,19,2,0.980322922
AdaBoostR2_BRR,9,6,1.317225671,11,3,2.529939899,14,4,0.280405714,6,5,1.077221945,19,5,4.577610439,1,0,4.81619737,15,5,2.192888227,8,5,3.416721373,7,1,3.889963337,15,5,3.706559002,17,5,2.721854822,4,5,2.448316455,19,3,2.066118305,18,3,2.566986818,2,5,0.74719082
AdaBoostR2_BRR,8,0,0.255847895,10,3,3.682374014,5,0,4.601899908,5,3,1.322810527,7,2,3.332813079,14,1,3.941161137,14,0,3.435279221,5,1,1.349041366,7,0,2.096456287,7,4,1.728206816,10,4,2.462481128,9,6,3.570685639,8,4,1.391093433,10,6,3.67934265,8,2,0.274705401
AdaBoostR2_BRR,10,1,4.513219209,11,4,2.294753094,3,4,1.765808536,17,2,1.316879338,3,6,3.117890883,2,1,2.308957263,17,1,2.641997536,20,5,2.75886327,19,6,2.275369966,9,2,4.135257376,8,5,3.360202259,2,4,2.553513727,13,2,3.308847151,10,6,1.496662868,18,4,3.684480865
AdaBoostR2_BRR,4,5,3.207484132,13,1,3.578200104,7,2,2.104645788,11,4,0.712169818,20,5,1.389139377,1,2,3.817839577,16,3,1.088745819,3,5,2.470959628,17,6,3.635045395,20,1,3.684718111,18,4,1.725881636,3,2,2.08577176,8,3,3.718852562,8,3,1.848587392,10,4,0.487239529
AdaBoostR2_BRR,20,2,2.281583533,2,4,0.203952265,19,5,0.674128803,16,2,2.696500295,8,5,4.659550539,5,0,0.529556329,16,4,2.389924642,16,6,2.51820456,1,2,1.297884258,6,4,3.261501869,7,4,0.421557968,3,6,2.543424792,18,4,3.271066317,12,4,4.736932208,14,1,4.486944552
AdaBoostR2_BRR,10,3,1.580337913,4,4,1.279394419,10,1,0.239414381,18,3,0.70502946,11,1,0.903967316,9,2,3.645265586,2,2,1.949917872,15,6,0.401666359,9,1,4.448093108,10,1,2.003351954,6,4,3.295041847,18,4,0.628281883,11,5,2.132980932,18,3,0.58496838,12,5,3.441456233
CBS_D,20,5,2.214857536,17,3,0.407172111,4,6,3.62740613,4,6,4.234845545,14,6,3.584729559,11,1,3.095833887,12,5,4.077079382,15,4,0.259744765,11,3,0.204863316,5,3,4.427013473,7,6,0.616144736,10,5,0.460642339,4,6,2.305053519,14,6,3.622537929,7,6,4.654509043
CBS_D,6,4,1.821695605,14,5,0.971042785,10,5,4.54412496,1,6,3.370691663,11,5,3.826436354,3,6,2.528474739,15,3,1.193458684,14,5,1.135299448,17,5,4.075093203,2,6,1.793319322,15,4,4.054176633,17,4,0.346179648,8,3,0.786066757,15,6,0.872860015,4,2,4.070151639
CBS_D,5,6,4.239234238,3,5,0.104207314,6,3,0.109403123,15,6,0.969548518,18,6,2.293197712,2,5,0.733523796,19,4,3.579871794,13,6,2.384181444,17,2,2.243327748,5,3,2.498593499,19,1,2.0391565,11,6,2.642182124,16,5,0.770334291,17,4,0.951068956,17,4,4.435750346
CBS_D,11,6,0.947092716,3,6,0.988489225,3,1,2.488410722,14,6,0.811747329,9,3,2.806006471,5,5,0.468484573,19,3,3.365644687,5,6,2.514394025,11,5,4.868530442,20,6,1.522784,12,3,0.436094696,16,5,2.147662213,5,5,1.819102499,4,4,0.98433128,2,5,1.549052263
CBS_D,19,5,3.494393778,8,6,3.217091495,7,5,0.896045226,12,4,2.027815367,11,5,1.496500718,8,4,1.903879376,6,6,0.735109657,16,2,1.27146518,5,6,2.193302827,18,6,3.704745041,3,1,2.144611864,15,2,1.993571686,17,5,1.781187855,6,5,2.722047965,12,2,2.973747318
CBS_D,17,5,4.376435205,17,3,4.411030095,15,3,2.323734988,1,5,4.691578252,1,6,1.280758935,8,6,0.712072474,18,6,1.207052302,11,4,1.819031531,20,5,4.974540687,11,6,3.080799428,14,2,2.577394382,3,5,4.273846029,7,5,1.399312444,9,5,4.10116773,10,6,2.25806125
CBS_D,17,3,2.29143017,3,5,3.518849086,14,6,2.398603286,8,5,3.216831912,3,6,4.426217677,8,5,1.269273716,2,2,3.253554212,1,6,2.970511288,19,6,0.369423367,10,5,2.81107115,4,2,1.829515418,5,3,1.800305608,1,6,4.541022502,20,6,0.647694222,10,4,1.20044401
CBS_D,19,2,0.288368909,14,5,4.262112395,10,5,3.457194383,11,6,3.1060149,11,5,3.611657543,13,2,2.193411964,4,6,1.008840835,3,6,2.017615868,9,6,0.247932867,12,4,3.254197387,9,3,2.50160964,20,3,3.891738635,10,3,3.766570186,2,6,3.763710226,2,5,4.83893788
CBS_D,20,5,2.840943888,12,4,3.144827402,10,5,4.90234122,10,6,1.443718297,8,5,2.630912125,6,5,1.111715532,4,4,4.071364926,10,3,1.912034466,15,2,2.413422327,15,4,3.49977025,13,3,1.801903256,17,5,3.825161936,13,6,3.528591046,13,2,3.973524535,17,5,1.259142121
CBS_D,7,5,0.259072362,3,6,3.63844365,17,3,4.381834094,7,6,1.742515667,2,5,2.823768313,17,6,4.539880675,15,5,3.185318466,8,4,3.424566921,6,4,0.151374275,10,2,3.046247529,2,3,3.143879494,5,6,4.63497868,15,6,3.147014457,7,4,0.155107222,2,6,2.10931614
CBS_D,17,6,3.87026707,13,5,1.32253481,13,6,3.273595967,9,6,3.560416517,2,4,1.153352627,5,4,2.644304573,8,6,0.175337868,3,5,4.882971896,3,4,4.536733243,17,3,0.592956423,16,5,3.025704253,2,6,1.825437278,11,6,2.292782764,14,3,4.04369283,4,3,1.052035324
CBS_D,12,4,0.665341491,17,6,4.832779462,11,3,0.672519443,19,6,1.3661535,18,6,1.792101245,12,2,2.056069413,10,3,1.428617784,16,5,2.477382755,9,6,2.366459211,15,4,1.668307637,11,2,4.491644823,15,5,2.131146099,4,6,3.853899141,3,6,4.083437688,19,4,3.671295272
CBS_D,1,6,4.074363621,19,6,2.533137374,10,4,1.087399797,1,6,2.985293668,18,6,1.533890958,5,4,0.573351222,6,6,4.118957216,7,3,2.880489835,11,5,4.220853236,20,5,0.82109946,4,2,3.749619934,15,4,0.936563135,15,5,1.610046726,11,5,3.075885541,1,6,0.477159682
