,k<>ant-1.7,m<>ant-1.7,r<>ant-1.7,k<>ant-1.6,m<>ant-1.6,r<>ant-1.6,k<>ant-1.5,m<>ant-1.5,r<>ant-1.5,k<>camel-1.6,m<>camel-1.6,r<>camel-1.6,k<>camel-1.4,m<>camel-1.4,r<>camel-1.4,k<>camel-1.2,m<>camel-1.2,r<>camel-1.2,k<>ivy-2.0,m<>ivy-2.0,r<>ivy-2.0,k<>jedit-4.2,m<>jedit-4.2,r<>jedit-4.2,k<>jedit-4.1,m<>jedit-4.1,r<>jedit-4.1,k<>jedit-4.0,m<>jedit-4.0,r<>jedit-4.0,k<>synapse-1.1,m<>synapse-1.1,r<>synapse-1.1,k<>synapse-1.2,m<>synapse-1.2,r<>synapse-1.2,k<>xalan-2.5,m<>xalan-2.5,r<>xalan-2.5,k<>xalan-2.6,m<>xalan-2.6,r<>xalan-2.6,k<>xerces-1.3,m<>xerces-1.3,r<>xerces-1.3
CBS_A,7,1,4.669047643,13,1,4.286463052,11,1,4.545619424,2,6,1.864492947,7,6,3.788626373,13,5,0.494998054,19,4,2.272821173,18,5,1.663400337,3,0,2.498569267,13,1,4.499392129,9,1,1.104122367,7,5,1.557560843,4,1,1.32318386,13,3,0.241569342,16,6,1.082298381
CBS_A,20,3,0.123091487,11,4,3.316974044,11,2,1.575072531,3,3,2.715725346,6,4,2.167530184,17,4,3.109549813,18,5,0.637713671,15,4,0.731453838,6,1,4.935530964,13,5,2.445041133,16,1,2.76857797,10,5,4.633538085,5,0,1.096119217,5,4,2.276870399,20,3,0.22827135
CBS_A,4,4,0.665111495,7,4,1.193363377,12,6,0.39572592,17,5,4.728467694,14,4,2.09408997,3,3,3.588753014,11,4,4.590460262,15,4,4.387020689,18,0,2.191408041,6,2,2.960519233,6,0,1.542935318,4,1,4.726662878,12,6,2.701741631,10,1,1.518083758,2,2,2.028975908
CBS_A,18,5,1.50078533,12,2,4.626794326,15,5,3.41676796,6,3,0.962792427,18,5,3.648896661,18,3,4.901375914,8,4,1.414975835,17,1,4.431301246,14,0,3.191577181,15,2,1.809647842,7,1,4.152343679,20,1,2.437269867,12,5,4.538738146,8,0,2.209229925,9,5,3.806477052
CBS_A,20,2,1.522245284,20,0,4.272854504,20,5,3.770294477,17,4,3.557886123,8,3,3.640697971,4,1,2.674907449,6,4,4.29225628,19,5,1.525763821,17,0,2.586262381,10,3,4.184001751,11,1,3.084357542,13,1,1.035020968,11,6,1.722608132,5,5,4.75366091,18,1,3.990998532
CBS_A,14,2,0.757310271,20,1,4.645133383,9,2,3.064841945,5,6,0.562043854,5,3,3.714718931,5,1,3.026987058,16,5,1.055351162,16,5,2.441349144,2,0,2.643501757,7,1,2.590845994,13,2,3.403656342,2,2,0.132931023,20,2,0.457029963,8,3,2.566895029,3,2,0.461278408
CBS_A,9,3,3.421210425,11,1,4.503026639,14,0,0.500002404,7,3,1.838576072,13,4,1.228653906,6,2,1.661461248,12,6,0.587836063,17,2,2.966848575,5,0,3.818204075,5,0,4.42205798,7,1,3.987933507,18,1,1.314419782,17,1,3.701940402,10,0,4.178672186,15,6,3.295889351
CBS_A,3,2,3.705376015,19,5,0.543172089,19,1,1.329653804,8,2,4.373394125,7,6,3.553867319,18,1,1.954063201,17,6,0.804699258,10,4,0.962892844,14,3,1.906407008,3,0,3.301941959,4,0,4.486642968,5,3,2.10434497,5,0,2.552415806,1,4,4.121763601,8,2,0.987206524
CBS_A,1,1,1.774947031,10,3,2.959873474,10,4,1.584056671,8,3,2.147985182,11,3,4.975118461,14,3,2.772171005,10,6,4.894718667,9,3,3.825241642,10,3,4.998458665,8,1,2.308280437,4,0,2.847243937,16,2,4.353007084,6,5,0.851321901,10,4,4.921501774,9,1,1.746142062
CBS_A,5,3,0.12636259,4,2,1.233016586,9,2,2.7727803,2,6,4.038500936,9,4,0.309669587,19,3,2.923186722,12,3,1.313845061,19,0,2.890723266,15,0,4.015127487,12,3,0.484913762,19,1,2.029036563,1,6,4.288818284,2,1,1.74063679,7,1,3.385793403,15,2,4.571722519
CBS_A,4,3,1.884673162,20,4,0.825949776,2,1,1.158531817,11,3,1.984753424,17,4,3.076124002,3,1,0.296482417,19,4,0.523170579,7,3,1.86308561,1,0,0.803725842,14,1,1.707641221,6,0,0.16486539,9,6,3.111556653,13,2,1.468443304,13,2,1.243429775,16,2,2.240327447
CBS_A,4,2,0.934735655,6,6,2.328733832,9,1,0.524113633,4,3,4.528288313,3,4,3.565007467,2,1,3.286029535,17,3,1.734025501,1,1,2.215655787,19,0,0.119138005,3,2,0.74167612,16,1,4.013247594,12,2,0.830868994,10,0,2.791832151,10,1,3.118760848,12,1,0.824490005
CBS_A,15,2,3.233662112,18,1,2.886770303,7,5,3.700007255,12,5,1.420818496,12,6,0.666329586,9,0,4.857363126,12,3,1.746688808,4,6,1.806700636,10,0,4.976505767,10,2,2.350263086,16,3,0.944870217,17,5,4.827869996,20,3,4.574117472,17,3,1.238507009,1,5,0.927494764
CBS_A,12,2,2.021584572,5,0,3.608206891,10,3,2.590677124,14,2,1.849254925,16,4,2.203726516,6,2,1.92959827,10,6,3.26385496,19,6,1.581049109,7,1,2.507653556,12,1,1.473686686,19,1,0.79419332,5,0,4.111564813,11,2,2.432303855,10,5,1.730363343,16,5,3.694828584
CBS_A,15,2,4.178353908,16,3,2.803734417,17,2,1.245095511,7,2,4.59041628,1,4,2.96100589,13,3,4.605382767,8,3,0.283239635,12,3,2.596466351,11,0,4.1961744,10,0,3.349238364,18,0,4.069086414,13,4,0.666951142,9,1,2.513532356,4,1,3.827638285,18,2,3.050088627
CBS_A,2,3,4.297388568,19,2,4.066466176,13,3,2.649578474,2,3,1.612046109,18,5,3.595239182,14,3,3.192362341,5,4,3.418774763,19,2,1.465822149,8,0,3.894696796,18,1,3.389687345,10,0,3.440667927,20,0,4.310283609,2,5,1.567176137,5,0,3.039790316,13,2,3.590825495
CBS_A,6,3,3.819179695,10,0,1.423488611,15,2,3.655453821,18,3,1.552354302,15,2,2.737080159,6,3,4.301126082,6,6,3.928105427,9,6,1.331927929,19,0,4.794246134,13,1,0.521671535,6,6,1.81263597,3,4,3.005595708,12,0,3.346768466,15,1,0.828067709,10,6,0.767865004
CBS_A,4,3,0.581315834,18,3,2.819634572,6,1,4.652974039,8,3,4.154390119,8,2,3.735512591,11,3,2.713889454,16,3,0.114257961,20,5,4.036477273,2,1,4.245288784,9,3,1.377460299,14,2,0.953901558,13,3,4.93038639,2,4,4.586735862,12,0,2.815689016,5,4,0.72220749
CBS_A,17,3,2.503193535,1,2,2.743648914,14,3,1.60505069,5,3,1.014913849,3,4,1.663082831,16,0,4.109078019,16,2,3.173352047,13,6,0.820556638,20,0,2.069052086,6,4,4.552557729,4,1,2.539508758,2,0,4.734277243,9,4,1.759716172,3,0,1.274268201,10,4,2.867394556
CBS_A,17,2,4.483962311,14,3,2.521033761,18,5,3.566160431,3,3,2.407999171,10,2,3.523375979,9,1,0.905213694,9,3,3.638814107,8,5,3.227731161,15,0,4.502292098,5,1,4.026371451,11,5,3.845647923,3,2,2.132697525,1,1,0.354312265,16,3,0.18841764,9,3,3.321007709
CBS_A,9,1,4.375118831,5,1,2.128547963,7,2,2.470657507,16,3,0.237188896,2,3,2.905047743,16,4,1.933825798,5,5,1.409267413,13,4,2.061544652,3,1,0.322782425,12,1,3.429455558,8,0,3.083766138,9,4,1.831203121,12,4,1.20578958,14,0,2.982037301,6,1,3.860627144
CBS_A,12,2,3.946516153,11,1,3.913805375,20,1,0.635428471,1,3,4.722087229,18,2,1.894027622,19,3,2.084554853,18,4,1.707353643,1,2,3.103112668,18,0,2.372200205,2,1,0.850097464,3,2,2.278906499,15,6,2.2536922,8,2,1.10950804,9,0,2.312642555,13,1,1.709648775
CBS_A,7,3,4.75621642,17,0,4.423413112,13,1,2.43868048,12,6,2.129814297,5,3,4.010571378,9,1,4.21497521,10,3,2.583657781,5,5,0.555848485,10,0,4.425145692,7,1,4.88240694,5,0,1.433544591,1,2,2.800821742,13,5,0.265028106,15,4,1.948811334,13,5,4.775127269
